,id,name,room_type_category,rate,latitude,longitude,address,neighbourhood,regionName,city,daily_price,total_price
1612,982528433091239193,Apartamento próximo autódromo,entire_home,"5,0",-23.6967924596257,-46.700757680728586,Avenida Interlagos,Socorro,Região Sudeste,São Paulo,646,776
1613,934331445704613919,Transamerica Alameda Santos Sp,entire_home,0,-23.565390835310648,-46.65199662270068,Avenida Paulista,Cerqueira César,Região Sudeste,São Paulo,645,765
1614,54200159,Pé na areia !!!!!,entire_home,0,-24.01561,-46.44866,Rua Francisco Pereira Coutinho,Aviação,Região Sudeste,Praia Grande,642,742
1615,1115969219292350512,House Perdizes/Casa,entire_home,"5,0",-23.537721345719035,-46.68276650137279,Rua Cayowaá,Perdizes,Região Sudeste,São Paulo,649,799
1616,1121779570829869743,Paraíso Tropical,entire_home,"5,0",-23.980656304330456,-46.36868086066463,Alameda Doutor Júlio de Mesquita Filho,Boa Vista,Região Sudeste,São Vicente,649,799
1617,37933673,Ilha do Mel / Frente para o Mar,entire_home,0,-23.62843,-46.47027,Rua Professor Ciro Formicola,,Região Sudeste,São Paulo,649,799
1618,1091364659808933285,Hospede-se local para eventos no Autódromo.,entire_home,0,-23.717576678002178,-46.691808697185145,Rua Manuel Caldeira,,Região Sudeste,São Paulo,650,650
1619,655181959109274065,Condomínio de frente para o mar,entire_home,0,-24.01224,-46.41513,Rua Ponta Porã,Boqueirão,Região Sudeste,Praia Grande,652,822
1620,592512790387354477,"Castelo de Madeira
Um lugar especial",entire_home,0,-23.33977,-46.57079,Estrada do Moinho,Luiz Fagundes,Região Sudeste,,652,952
1621,37229354,"CineSala/Pinheiros: 3 quartos, ar-condicionado",entire_home,"4,91",-23.56462,-46.68513,Rua Artur de Azevedo,Pinheiros,Região Sudeste,São Paulo,796,996
1622,1057384130602016194,Apartamento Mobiliado.,entire_home,0,-23.45519013589238,-46.61561433656242,Travessa Antônio Francisco Licnerski,Vila Albertina,Região Sudeste,São Paulo,656,656
1623,1020396299856160607,2 Dorm c/ Suíte | Churrasqueira e Wi-Fi - A033,entire_home,0,-24.013460253238996,-46.441310412686356,Avenida Carlos Martiniano de Andrade Bittencourt,Aviação,Região Sudeste,Praia Grande,653,798
1624,1213689988109339876,Apartamento em Guarulhos prox aeroporto/shopping,entire_home,0,-23.442157492876714,-46.54450441607824,Rua Hugo Pollman,Picanço,Região Sudeste,Guarulhos,661,661
1625,883357758996564095,2 Dorm c/ Suíte | Vista Mar | Lazer Completo - OC1,entire_home,"4,5",-24.02719,-46.47058,Rua Guimarães Rosa,Ocian,Região Sudeste,Praia Grande,660,810
1626,1203834957943907368,Chácara dos Pereiras,entire_home,0,-23.773054625243326,-46.847675155378965,,Itaquaciara,Região Sudeste,Itapecerica da Serra,660,810
1627,1062826731639995465,Ape da Praia Grande,entire_home,0,-24.0218524,-46.4530871,Rua Guaicurus,Tupi,Região Sudeste,Praia Grande,662,662
1628,783411785626443636,Suíte Family,entire_home,"5,0",-23.5799,-46.64064,Rua Doutor Eduardo Martinelli,Paraíso,Região Sudeste,São Paulo,667,717
1629,1010895485736045692,Tabas | Charmoso Studio na Vila Buarque | VB0133,entire_home,0,-23.54494,-46.64597,Rua General Jardim,Vila Buarque,Região Sudeste,São Paulo,668,668
1630,1222455166734028378,Apartamento em Santos,entire_home,0,-23.9670115,-46.3335733,Avenida Marechal Floriano Peixoto,Gonzaga,Região Sudeste,Santos,666,666
1631,680357221466291408,"Casa loft, suíte, sala integrada, 4 vagas garagem",entire_home,0,-23.5892606,-46.6315161,Rua Vergueiro,Vila Mariana,Região Sudeste,São Paulo,685,685
1632,586922383688109386,Apto centro de São Paulo próximo estação de metrô,entire_home,0,-23.54009,-46.64565,Avenida São João,Vila Buarque,Região Sudeste,São Paulo,685,685
1633,1054271969688492598,Apartamento na Vila Guilhermina,entire_home,"4,85",-24.006568959930394,-46.42260599058074,Rua Claudino Pacheco,Guilhermina,Região Sudeste,Praia Grande,685,685
1634,776847332176914149,Ap c/ ar condicionado no gonzaga,entire_home,"5,0",-23.9637,-46.32926,Rua Luís de Faria,Gonzaga,Região Sudeste,Santos,685,685
1635,1223926510879733211,chalé dás crianças.,entire_home,0,-23.33488,-46.60467,Alameda Cambarás,Rancho Grande,Região Sudeste,,685,685
1636,1209648302842692488,Kitnet em frente à praia,entire_home,0,-23.983060071866415,-46.309270863880755,Avenida Coronel Joaquim Montenegro,Aparecida,Região Sudeste,Santos,685,685
1637,1192708551114276159,50 metros da praia,entire_home,0,-23.96975607754592,-46.32501751368185,Rua Doutor Heitor de Moraes,Boqueirão,Região Sudeste,Santos,685,685
1638,1138449578523081646,casa e espaço festa e eventos família,entire_home,0,-24.02072385261095,-46.509371374403486,Rua Henriqueta Lisboa,Ribeirópolis,Região Sudeste,Praia Grande,685,685
1639,1034811427049805323,edifício Gramado 7,entire_home,0,-24.00808,-46.42268,Rua Fumio Miyazi,Guilhermina,Região Sudeste,Praia Grande,685,685
1640,752070271676856716,Casa agradável e grande,entire_home,0,-23.58809,-46.42124,Rua Arroio Campo Bom,,Região Sudeste,São Paulo,685,685
1641,1076763725640738257,Apartamento 300 metros da praia.,entire_home,0,-24.015443867015964,-46.428918866157744,Avenida Presidente Castelo Branco,Guilhermina,Região Sudeste,Praia Grande,685,685
1642,918567434023664375,Locação temporária disponível,entire_home,0,-24.04651451924008,-46.418998539447784,,,Região Sudeste,,685,685
1643,1213168701157633013,Bela Cintra Stay Hotel Jardins,entire_home,0,-23.554298655674856,-46.65810062785966,Rua Fernando de Albuquerque,Consolação,Região Sudeste,São Paulo,690,810
1644,997031523802714266,Transamerica Jardins,entire_home,0,-23.565651139502386,-46.65252202240958,Alameda Campinas,Cerqueira César,Região Sudeste,São Paulo,687,787
1645,934775575139372525,Bela Cintra Stay Paulista,entire_home,0,-23.554269677039144,-46.657614289597674,Rua Haddock Lobo,Consolação,Região Sudeste,São Paulo,687,787
1646,782526841674344397,Casa ideal para fotos e filmes,entire_home,0,-23.5849016,-46.7135803,Rua General Sena Vasconcelos,Cidade Jardim,Região Sudeste,São Paulo,688,688
1647,1223362530706792467,Forma Itaim 214,entire_home,0,-23.59288,-46.68032,Rua Coronel Joaquim Ferreira Lobo,Vila Olímpia,Região Sudeste,São Paulo,696,696
1648,1213218386787311870,Hotel Melia Jd Europa,entire_home,0,-23.58202,-46.67894,Rua Pedroso Alvarenga,Vila Olímpia,Região Sudeste,São Paulo,694,844
1649,987795133121834722,Apartamento Alto Padrão Jardins,entire_home,0,-23.55319,-46.65745,Rua Bela Cintra,Consolação,Região Sudeste,São Paulo,692,742
1650,1015885870872351441,Alphaville excelente,entire_home,0,-23.491435405554295,-46.846967885013775,Alameda Paris,Alphaville Residencial 1,Região Sudeste,Barueri,692,742
1651,1053656444151196026,Excente Apto próximo a Praia,entire_home,0,-24.02241,-46.45259,Avenida Presidente Castelo Branco,Tupi,Região Sudeste,Praia Grande,695,995
1652,53109152,Lindo duplex 2 dormitorios  luxuoso,entire_home,"4,84",-23.60714,-46.69621,Avenida das Nações Unidas,Vila Olímpia,Região Sudeste,São Paulo,699,799
1653,1071673235849014254,2 quartos c/ piscina aquecida Pinheiros- 6 Pessoas,entire_home,"4,75",-23.56741,-46.69817,Rua Ferreira de Araújo,Pinheiros,Região Sudeste,São Paulo,699,859
1654,747075882148996587,Casa Sobrado Inteira no Butantã USP,entire_home,"5,0",-23.57177,-46.74231,Rua Frei Inácio da Conceição,,Região Sudeste,São Paulo,698,1198
1655,53642260,Duas casas de Campo em meio a natureza.,entire_home,0,-23.70064,-46.37668,Rua Pereira Barreto,Vila Pereira Barreto,Região Sudeste,Ribeirão Pires,706,856
1656,691994597345575480,"Apto de veraneio, com 61m2, a 100m da orla!!!",entire_home,0,-24.01103,-46.41607,Rua Jaú,Boqueirão,Região Sudeste,Praia Grande,706,856
1657,791853785164088852,Alugando para Ano Novo vem,entire_home,0,-23.542023667827543,-46.64001952926532,Avenida Ipiranga,República,Região Sudeste,São Paulo,713,913
1658,796198928005569082,AP Praia Grande Guilhermina,entire_home,0,-24.0102448,-46.4200474,Rua Embaré,Guilhermina,Região Sudeste,Praia Grande,716,916
1659,48308609,Apartamento Alto Padrão Frente ao mar PRAIA GRANDE,entire_home,0,-24.01688,-46.43817,Avenida Antônio Severiano de Andrade e Silva,Aviação,Região Sudeste,Praia Grande,720,970
1660,802220997272238312,casarão bixiga,entire_home,0,-23.559331786847565,-46.64643270065098,Rua Treze de Maio,Bixiga,Região Sudeste,São Paulo,720,970
1661,977708156053506123,Ar cond apto todo/ Wi-Fi veloz/ Vaga/H.Sirio Metrô,entire_home,"5,0",-23.548980506575898,-46.64837971329688,Rua Gravataí,Higienópolis,Região Sudeste,São Paulo,726,1025
1662,16458063,Chácara tranquila e bem localizada,entire_home,"4,84",-23.42045,-46.82732,Rua Sumaré,Jardim Muriano,Região Sudeste,,725,1010
1663,629049275217637193,Apartamento completo e bem localizado,entire_home,"5,0",-23.595343,-46.645817,Rua Doutor Diogo de Faria,Vila Clementino,Região Sudeste,São Paulo,742,742
1664,644889165427235110,Apto com Vista pro Mar - Pé na areia - S. Vicente,entire_home,0,-23.9692366,-46.3752738,Avenida Embaixador Pedro de Toledo,Boa Vista,Região Sudeste,São Vicente,750,850
1665,1072067479068984222,Oásis em SP • Studio Cinematográfico,entire_home,0,-23.612348,-46.6665995,Avenida dos Imarés,Indianópolis,Região Sudeste,São Paulo,756,936
1666,1119783438699204319,"pé da areia. praia grande,Vila Guilhermina",entire_home,0,-24.042035784807737,-46.506005186393665,Avenida Roberto Muzzi,,Região Sudeste,Praia Grande,756,856
1667,861021207520950756,Bela Cintra Quality Av Paulista,entire_home,0,-23.55449777310762,-46.65669052953059,Rua Augusta,Consolação,Região Sudeste,São Paulo,763,863
1668,1153627590590851074,Casa próximo EXPO SÃO PAULO,entire_home,0,-23.640989689519948,-46.63469173014164,Rua General Gastão Goulart,Vila Guarani,Região Sudeste,São Paulo,765,765
