,id,name,room_type_category,rate,latitude,longitude,address,neighbourhood,regionName,city,daily_price,total_price
0,30557346,Kitnet independente Vila Isabel,entire_home,"4,87",-22.91694,-43.2515,0,0,0,0,73,103
1,762998122800426110,Ótima localização e preço baixo!,entire_home,"4,92",-22.913618325230708,-43.19085504515731,0,0,0,0,79,159
2,10336543,Suíte 2,entire_home,"4,5",-22.922155380249023,-43.20748519897461,0,0,0,0,95,105
3,40140158,"Kitnet Aconchegante em Benfica, RJ",entire_home,"4,91",-22.8903,-43.24026,0,0,0,0,94,114
4,1178574523261742246,Alugo Flat,entire_home,0,-22.89869083551905,-43.2355087790393,0,0,0,0,97,97
5,27286419,Casa em Botafogo (Rio de Janeiro),entire_home,"4,91",-22.94949,-43.18555,0,0,0,0,102,102
6,1117551154637469797,Suíte Privativa próx de Madureira e Engenhão,entire_home,"5,0",-22.87405126137696,-43.31279335986711,0,0,0,0,103,103
7,1147312457662880086,Silencioso Todo Climatizado(3Ar) +1vaga+Lavanderia,entire_home,"4,71",-22.94216,-43.19185,0,0,0,0,99,348
8,1146967414215425787,Suíte Privativa próx de Madureira/Engenhão,entire_home,"4,56",-22.87561,-43.3131,0,0,0,0,108,108
9,1171986780601762420,STudio recanto de Santa Teresa RJ,entire_home,0,-22.93104,-43.19757,0,0,0,0,109,159
10,827824510950167644,Ambiente familiar e acolhedor 2,entire_home,"4,93",-22.99439288080415,-43.23771025827105,0,0,0,0,114,114
11,785652927013622031,Apêzinho da Yana,entire_home,"4,74",-22.9146495,-43.1852203,0,0,0,0,117,137
12,660199480496474689,Flat Relax (205) 1 quarteirao da Praia,entire_home,"4,52",-22.983211,-43.191344,0,0,0,0,123,293
13,1212272648720722535,Ipanema 305,entire_home,0,-22.98734,-43.1946,0,0,0,0,120,205
14,966658693170026257,CP01 - Studio Aconchegante à 2min. da Praia,entire_home,"4,82",-22.96911,-43.18485,0,0,0,0,128,228
15,1204561841463560133,TG1. Studio Pé na Areia em Copacabana.,entire_home,"5,0",-22.970114531710045,-43.18362683057785,0,0,0,0,128,228
16,1184263688152779746,Loft Atlântica em frente a praia,entire_home,"4,5",-22.963396019579452,-43.17299321684531,0,0,0,0,127,277
17,1162632127795605756,Praia de Copacabana+3Ar+Lavanderia+500Wifi,entire_home,"4,6",-22.97247,-43.18471,0,0,0,0,129,378
18,974496516756945266,Excelente apartamento na Lapa RJ,entire_home,"4,94",-22.91399,-43.19024,0,0,0,0,126,221
19,555809838939627139,Quarto em Ipanema para 2 pessoa cama de casal,entire_home,"4,5",-22.98592907747361,-43.19400861418393,0,0,0,0,127,257
20,975410445228556227,Loft em Copacabana 2,entire_home,"4,81",-22.96424,-43.18917,0,0,0,0,125,305
21,48213254,Excelente 2 quartos Santa Teresa/Bairro de Fátima,entire_home,"4,87",-22.91905,-43.1866,0,0,0,0,127,237
22,1135655821123459825,Casa de fundos com varanda,entire_home,0,-22.879175016842588,-43.31100718501695,0,0,0,0,125,205
23,983571126365784522,SuhcasaCopacabana 35 Studio Cozy,entire_home,"4,72",-22.972699,-43.1913971,0,0,0,0,131,211
24,1201532227555531164,Studio aconchegante Centro Rio,entire_home,0,-22.9001411,-43.1799214,0,0,0,0,133,252
25,1215977639690562811,Studio confortável CasaMauá CentroRj,entire_home,0,-22.9001411,-43.1799214,0,0,0,0,132,262
26,1028410216681058561,Casa do Artesão,entire_home,"5,0",-22.94386857719083,-43.26066767761335,0,0,0,0,131,131
27,1226558365325401417,Praia na copa.,entire_home,0,-22.963928261209702,-43.17685893055325,0,0,0,0,131,261
28,1195763089040425348,Centro 805,entire_home,"4,4",-22.91264,-43.18549,0,0,0,0,131,211
29,1223947351521395936,Conjugado reformado na Lapa,entire_home,0,-22.91533,-43.19058,0,0,0,0,130,260
30,582061682557780725,Apartamento encantador próximo ao hospital Icaraí.,entire_home,"4,71",-22.895465292195457,-43.113270476460464,0,0,0,0,130,229
31,1028519340299475744,Casa Amarela,entire_home,"5,0",-22.9438593,-43.2609434,0,0,0,0,131,131
32,1110308810634133329,Studio Niterói-Barcas 604,entire_home,"4,73",-22.893460764308045,-43.12302902340889,0,0,0,0,149,168
33,1010477261133644076,Apt studio ótima localização,entire_home,"4,41",-22.89748,-43.2517,0,0,0,0,151,251
34,791388039417397404,Estúdio mais bonito da praia de Botafogo,entire_home,"4,76",-22.948767845376082,-43.181387145502946,0,0,0,0,150,435
35,639903115578075514,"STUDIO APARTAMENTO NOVO coração da lapa, aconchego",entire_home,"4,85",-22.914831395462166,-43.177503012120724,0,0,0,0,148,307
36,1196965222533919632,Cantinho aconchegante na Lapa,entire_home,0,-22.91470045871504,-43.186911195516586,0,0,0,0,147,297
37,1054145882414827679,Apartamento Flat no Centro Metrô,entire_home,"4,33",-22.911658071605796,-43.177455962055596,0,0,0,0,148,148
38,1202184690362703695,Apartamento no centro da cidade,entire_home,0,-22.911292300515786,-43.17674729973078,0,0,0,0,151,251
39,920461212792486048,Suhcasa Leme Beach Dreams 02,entire_home,"4,8",-22.962225,-43.1704591,0,0,0,0,153,252
40,1217309193193995785,ApartStudio 204,entire_home,0,-22.905250128094867,-43.207956455219104,0,0,0,0,154,154
41,54344349,El shadday house Copacabana,entire_home,"4,96",-22.96644,-43.18084,0,0,0,0,156,316
42,1038635278398119085,Apto Copacabana Point Posto 4,entire_home,"4,82",-22.969659207413272,-43.185471184551716,0,0,0,0,154,334
43,1039224693716327024,Studio Lapa House com vista,entire_home,"5,0",-22.9096645,-43.1842177,0,0,0,0,155,220
44,1002112079304835975,Apto compacto em Botafogo,entire_home,"4,55",-22.95365,-43.18368,0,0,0,0,156,256
45,871629042092357008,Loft estiloso 1,entire_home,"4,91",-22.915783,-43.177924,0,0,0,0,157,257
46,1129024275658375461,Lapa - Moderno quarto e sala - Rio de Janeiro,entire_home,"5,0",-22.9134068,-43.1865617,0,0,0,0,157,337
47,691222966148833526,Estúdio 3 encantador Posto 9 Ipanema,entire_home,"4,65",-22.9815784,-43.1997215,0,0,0,0,154,334
48,1192864504841121370,Studio no Rio com varanda e vista para a cidade,entire_home,0,-22.909009476174074,-43.17689152476146,0,0,0,0,156,336
49,1052212309636411526,Rio de Janeiro - Studio - 42m² - cama casal e sofa,entire_home,"4,64",-22.910255751821637,-43.176598287040235,0,0,0,0,156,336
50,705564743892866858,Loft em Copacabana a 1 minuto da praia,entire_home,"4,71",-22.9790855,-43.19110879999999,0,0,0,0,160,160
51,1028387013835409160,SolmarCopacabana,entire_home,"4,77",-22.983379907248004,-43.19306753575802,0,0,0,0,158,228
52,1205292202222687654,Aconchego e segurança,entire_home,"5,0",-22.893210065003615,-43.12149106954931,0,0,0,0,161,161
53,48093513,Aconchegante apartamento no Centro do Rio,entire_home,"4,72",-22.91061,-43.17662,0,0,0,0,157,267
54,1218870806397596157,Kitnet/Flat,entire_home,0,-22.89279330245612,-43.11962999403477,0,0,0,0,160,160
55,45269057,Apartamento Centro/RJ Lapa,entire_home,"4,68",-22.914385152608723,-43.18960849195719,0,0,0,0,160,410
56,942331017567010220,Apto sala  quarto Barra da Tijuca 1 hóspede,entire_home,0,-23.000656238257395,-43.30800598571953,0,0,0,0,160,260
57,1226356259988005287,Apartamento Porto Maravilha,entire_home,0,-22.906662736239277,-43.20819397648898,0,0,0,0,163,163
58,1187724881913872848,Um bom lugar,entire_home,"4,71",-22.91782,-43.17732,0,0,0,0,165,165
